id,name,breeder,species,auto_flower,flower_time,image
2896,"True Skunk #1",109,3,0,50,https://en.seedfinder.eu/pics/01seeds/British_Columbia_Seed_Company/British_Columbia_Seed_Company_-_True_Skunk_Nr1_thumb.jpg
2897,"Narco Purps",154,7,1,60,https://en.seedfinder.eu/pics/01seeds/Cream_of_the_Crop_Seeds/Cream_of_the_Crop_Seeds_-_Narco_Purps_thumb.jpg
2898,Zen,131,2,0,70,https://en.seedfinder.eu/pics/01seeds/CBD_Seeds/CBD_Seeds_-_Zen_thumb.jpg
2899,"True Colours",17,1,0,68,https://en.seedfinder.eu/pics/01seeds/Archive_Seed_Bank/Archive_Seed_Bank_-_True_Colours_thumb.jpg
2900,"Auto Giant",205,7,1,74,https://en.seedfinder.eu/pics/01seeds/Dutch_Quality_Seeds/Dutch_Quality_Seeds_-_Auto_Giant_thumb.jpg
2901,"Strawberry Skunk",188,1,0,63,https://en.seedfinder.eu/pics/01seeds/Delta_9_Labs/Delta_9_Labs_-_Strawberry_Skunk_thumb.jpg
2902,"Uptown Girl",53,2,0,74,https://en.seedfinder.eu/pics/01seeds/Barneys_Farm/Barneys_Farm_-_Uptown_Girl_thumb.jpg
2903,"Old Time Moonshine",186,1,0,53,https://en.seedfinder.eu/pics/01seeds/DJ_Short/DJ_Short_-_Old_Time_Moonshine_thumb.jpg
2904,"Long Haze",144,3,0,105,https://en.seedfinder.eu/pics/01seeds/CH9_Female_Seeds/CH9_Female_Seeds_-_Long_Haze_thumb.jpg
2905,"Euforia Special",107,3,0,49,https://en.seedfinder.eu/pics/01seeds/Bulk_Seed_Bank/Bulk_Seed_Bank_-_Euforia_Special_thumb.jpg
2906,"Critical Jack",192,7,1,70,https://en.seedfinder.eu/pics/01seeds/Dr_Blaze/Dr_Blaze_-_Critical_Jack_thumb.jpg
2907,"UltraViolet OG",17,1,0,65,https://en.seedfinder.eu/pics/01seeds/Archive_Seed_Bank/Archive_Seed_Bank_-_UltraViolet_OG_thumb.jpg
2908,"Apollo Trip",196,2,0,0,https://en.seedfinder.eu/pics/01seeds/Dutch_Flowers/Dutch_Flowers_-_Apollo_Trip_thumb.jpg
2909,"Super Star",188,1,0,58,https://en.seedfinder.eu/pics/01seeds/Delta_9_Labs/Delta_9_Labs_-_Super_Star_thumb.jpg
2910,"Dready Berry",206,1,0,53,https://en.seedfinder.eu/pics/01seeds/Dready_Seeds/Dready_Seeds_-_Dready_Berry_thumb.jpg
2911,"Vegan Safari Ultra Early ",174,2,0,50,https://en.seedfinder.eu/pics/01seeds/Desert_King_Mountain_High_Seed_Co/Desert_King_Mountain_High_Seed_Co_-_Vegan_Safari_Ultra_Early_thumb.jpg
2912,"Happy Smile",210,2,0,65,https://en.seedfinder.eu/pics/01seeds/Earth_Seeds/Earth_Seeds_-_Happy_Smile_thumb.jpg
2913,Sunburn,143,2,0,60,https://en.seedfinder.eu/pics/01seeds/Colorado_Seed_Inc/Colorado_Seed_Inc_-_Sunburn_thumb.jpg
2914,"Grandaddy Purple S1",146,1,0,0,https://en.seedfinder.eu/pics/01seeds/Connoisseur_Genetics/Connoisseur_Genetics_-_Grandaddy_Purple_S1_thumb.jpg
2915,"Utopia Haze",53,2,0,75,https://en.seedfinder.eu/pics/01seeds/Barneys_Farm/Barneys_Farm_-_Utopia_Haze_thumb.jpg
2916,Zkittlez,204,1,0,0,https://en.seedfinder.eu/pics/01seeds/Dying_Breed_Seeds/Dying_Breed_Seeds_-_Zkittlez_thumb.jpg
2917,"Blue Magoo Bx2",208,1,0,54,https://en.seedfinder.eu/pics/01seeds/Dynasty_Seeds/Dynasty_Seeds_-_Blue_Magoo_Bx2_thumb.jpg
2918,"The Merkabah",188,2,0,63,https://en.seedfinder.eu/pics/01seeds/Delta_9_Labs/Delta_9_Labs_-_The_Merkabah_thumb.jpg
2919,"Early Girl",200,1,0,50,https://en.seedfinder.eu/pics/01seeds/Dr_Hemps_Seeds/Dr_Hemps_Seeds_-_Early_Girl_thumb.jpg
2920,"Apollo 13 IBL",213,2,0,58,https://en.seedfinder.eu/pics/01seeds/East_Coast_Seeds/East_Coast_Seeds_-_Apollo_13_IBL_thumb.jpg
2921,"Colombian Gold #2",198,2,0,67,https://en.seedfinder.eu/pics/01seeds/DutchBreed/DutchBreed_-_Colombian_Gold_Nr2_thumb.jpg
2922,"Lemon Haze",116,2,0,65,https://en.seedfinder.eu/pics/01seeds/Bulk_Seeds/Bulk_Seeds_-_Lemon_Haze_thumb.jpg
2923,"Dutch Treat x Northern Lights",211,1,0,49,https://en.seedfinder.eu/pics/01seeds/East_Island_Seeds/East_Island_Seeds_-_Dutch_Treat_x_Northern_Lights_thumb.jpg
2924,"White Lightning",109,1,0,55,https://en.seedfinder.eu/pics/01seeds/British_Columbia_Seed_Company/British_Columbia_Seed_Company_-_White_Lightning_thumb.jpg
2925,"Voice of The Four Winds",174,3,0,60,https://en.seedfinder.eu/pics/01seeds/Desert_King_Mountain_High_Seed_Co/Desert_King_Mountain_High_Seed_Co_-_Voice_of_The_Four_Winds_thumb.jpg
2926,Amsterdamage,214,2,0,67,https://en.seedfinder.eu/pics/01seeds/El_Clandestino/El_Clandestino_-_Amsterdamage_thumb.jpg
2927,"Dready Cheese",206,2,0,65,https://en.seedfinder.eu/pics/01seeds/Dready_Seeds/Dready_Seeds_-_Dready_Cheese_thumb.jpg
2928,"Sticky Sherbert",172,1,0,68,https://en.seedfinder.eu/pics/01seeds/Dank_Genetics/Dank_Genetics_-_Sticky_Sherbert_thumb.jpg
2929,"Island Mango Kush",180,1,0,0,https://en.seedfinder.eu/pics/01seeds/Dispensario_Seeds/Dispensario_Seeds_-_Island_Mango_Kush_thumb.jpg
2930,"Big Hawaiian",196,3,0,0,https://en.seedfinder.eu/pics/01seeds/Dutch_Flowers/Dutch_Flowers_-_Big_Hawaiian_thumb.jpg
2931,"Good Wild Shark",107,1,0,56,https://en.seedfinder.eu/pics/01seeds/Bulk_Seed_Bank/Bulk_Seed_Bank_-_Good_Wild_Shark_thumb.jpg
2932,"Auto Gun",205,7,1,67,https://en.seedfinder.eu/pics/01seeds/Dutch_Quality_Seeds/Dutch_Quality_Seeds_-_Auto_Gun_thumb.jpg
2933,"Blue Widow",182,1,0,53,https://en.seedfinder.eu/pics/01seeds/Dinafem/Dinafem_-_Blue_Widow_thumb.jpg
2934,"Lowryder F1",210,5,1,43,https://en.seedfinder.eu/pics/01seeds/Earth_Seeds/Earth_Seeds_-_Lowryder_F1_thumb.jpg
2935,"Auto Melon Gum",207,7,1,65,https://en.seedfinder.eu/pics/01seeds/Dr_Underground/Dr_Underground_-_Auto_Melon_Gum_thumb.jpg
2936,"Critical XL",201,1,0,49,https://en.seedfinder.eu/pics/01seeds/DutchFem/DutchFem_-_Critical_XL_thumb.jpg
2937,"Forbidden Fruit",209,2,0,70,https://en.seedfinder.eu/pics/01seeds/Earthly_Pleasures/Earthly_Pleasures_-_Forbidden_Fruit_thumb.jpg
2938,"Lemon Skunk",116,3,0,56,https://en.seedfinder.eu/pics/01seeds/Bulk_Seeds/Bulk_Seeds_-_Lemon_Skunk_thumb.jpg
2939,"SKB-NH x SKB-C",66,2,0,70,https://en.seedfinder.eu/pics/01seeds/Apothecary_Genetics/Apothecary_Genetics_-_SKB-NH_x_SKB-C_thumb.jpg
2940,"Sweet Nina",143,3,0,56,https://en.seedfinder.eu/pics/01seeds/Colorado_Seed_Inc/Colorado_Seed_Inc_-_Sweet_Nina_thumb.jpg
2941,"Grandaddy White",146,1,0,63,https://en.seedfinder.eu/pics/01seeds/Connoisseur_Genetics/Connoisseur_Genetics_-_Grandaddy_White_thumb.jpg
2942,"Tom Hawk",171,1,0,65,https://en.seedfinder.eu/pics/01seeds/Da_Bean_Co/Da_Bean_Co_-_Tom_Hawk_thumb.jpg
2943,"Dready Skunk",206,3,0,70,https://en.seedfinder.eu/pics/01seeds/Dready_Seeds/Dready_Seeds_-_Dready_Skunk_thumb.jpg
2944,"Isaac Haze",89,3,0,0,https://en.seedfinder.eu/pics/01seeds/Bodhi_Seeds/Bodhi_Seeds_-_Isaac_Haze_thumb.jpg
2945,Bluniverse,208,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dynasty_Seeds/Dynasty_Seeds_-_Bluniverse_thumb.jpg
2946,"White Widow",38,2,0,70,https://en.seedfinder.eu/pics/01seeds/BC_Bud_Depot/BC_Bud_Depot_-_White_Widow_thumb.jpg
2947,Blowfish,196,1,0,53,https://en.seedfinder.eu/pics/01seeds/Dutch_Flowers/Dutch_Flowers_-_Blowfish_thumb.jpg
2948,"Forgotten Fruit",209,2,0,62,https://en.seedfinder.eu/pics/01seeds/Earthly_Pleasures/Earthly_Pleasures_-_Forgotten_Fruit_thumb.jpg
2949,"5th Element",215,1,0,58,https://en.seedfinder.eu/pics/01seeds/Elemental_Seeds/Elemental_Seeds_-_5th_Element_thumb.jpg
2950,"Face Melt OG",173,0,0,70,https://en.seedfinder.eu/pics/01seeds/Dark_Horse_Genetics/Dark_Horse_Genetics_-_Face_Melt_OG_thumb.jpg
2951,"Chocolate Orange Auto",197,7,1,60,https://en.seedfinder.eu/pics/01seeds/Dr_Krippling_Seeds/Dr_Krippling_Seeds_-_Chocolate_Orange_Auto_thumb.jpg
2952,"Strawberry Split",172,2,0,63,https://en.seedfinder.eu/pics/01seeds/Dank_Genetics/Dank_Genetics_-_Strawberry_Split_thumb.jpg
2953,Skunkstack,28,2,0,60,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Skunkstack_thumb.jpg
2954,"Doctor Diesel",201,1,0,60,https://en.seedfinder.eu/pics/01seeds/DutchFem/DutchFem_-_Doctor_Diesel_thumb.jpg
2955,"Auto Critical Orange Punch",202,3,1,70,https://en.seedfinder.eu/pics/01seeds/Dutch_Passion/Dutch_Passion_-_Auto_Critical_Orange_Punch_thumb.jpg
2956,"Black Jesus OG",207,1,0,60,https://en.seedfinder.eu/pics/01seeds/Dr_Underground/Dr_Underground_-_Black_Jesus_OG_thumb.jpg
2957,"White Widow",188,3,0,63,https://en.seedfinder.eu/pics/01seeds/Delta_9_Labs/Delta_9_Labs_-_White_Widow_thumb.jpg
2958,"Chocolate Thai",196,2,0,98,https://en.seedfinder.eu/pics/01seeds/Dutch_Flowers/Dutch_Flowers_-_Chocolate_Thai_thumb.jpg
2959,"Delhi Friend",197,1,0,49,https://en.seedfinder.eu/pics/01seeds/Dr_Krippling_Seeds/Dr_Krippling_Seeds_-_Delhi_Friend_thumb.jpg
2960,Rehab,180,1,0,63,https://en.seedfinder.eu/pics/01seeds/Dispensario_Seeds/Dispensario_Seeds_-_Rehab_thumb.jpg
2961,"Lemon OG",192,7,1,70,https://en.seedfinder.eu/pics/01seeds/Dr_Blaze/Dr_Blaze_-_Lemon_OG_thumb.jpg
2962,"Auto Russian",205,7,1,63,https://en.seedfinder.eu/pics/01seeds/Dutch_Quality_Seeds/Dutch_Quality_Seeds_-_Auto_Russian_thumb.jpg
2963,"Dutch Cheese",201,1,0,53,https://en.seedfinder.eu/pics/01seeds/DutchFem/DutchFem_-_Dutch_Cheese_thumb.jpg
2964,"Hindu Kush",200,1,0,53,https://en.seedfinder.eu/pics/01seeds/Dr_Hemps_Seeds/Dr_Hemps_Seeds_-_Hindu_Kush_thumb.jpg
2965,"SLV OG Kush",28,1,0,56,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_SLV_OG_Kush_thumb.jpg
2966,"Auto Orange Bud",202,6,1,70,https://en.seedfinder.eu/pics/01seeds/Dutch_Passion/Dutch_Passion_-_Auto_Orange_Bud_thumb.jpg
2967,Tangcicle,143,2,0,56,https://en.seedfinder.eu/pics/01seeds/Colorado_Seed_Inc/Colorado_Seed_Inc_-_Tangcicle_thumb.jpg
2968,"Therapy Queen",180,1,0,63,https://en.seedfinder.eu/pics/01seeds/Dispensario_Seeds/Dispensario_Seeds_-_Therapy_Queen_thumb.jpg
2969,"Black Berry OG",217,1,0,57,https://en.seedfinder.eu/pics/01seeds/Emerald_Triangle/Emerald_Triangle_-_Black_Berry_OG_thumb.jpg
2970,"Auto Titan",205,7,1,74,https://en.seedfinder.eu/pics/01seeds/Dutch_Quality_Seeds/Dutch_Quality_Seeds_-_Auto_Titan_thumb.jpg
2971,Sudafrica,124,2,0,109,https://en.seedfinder.eu/pics/01seeds/Cannabiogen/Cannabiogen_-_Sudafrica_thumb.jpg
2972,"Jack Herer",200,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dr_Hemps_Seeds/Dr_Hemps_Seeds_-_Jack_Herer_thumb.jpg
2973,"Grandpa's Breath F2",195,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dungeons_Vault_Genetics/Dungeons_Vault_Genetics_-_Grandpa_s_Breath_F2_thumb.jpg
2974,"Critical Jack Herer Auto",178,7,1,68,https://en.seedfinder.eu/pics/01seeds/Delicious_Seeds/Delicious_Seeds_-_Critical_Jack_Herer_Auto_thumb.jpg
2975,Cheese,139,3,0,48,https://en.seedfinder.eu/pics/01seeds/Clone_Only_Strains/Clone_Only_Strains_-_Cheese_thumb.jpg
2976,"Ghengis OG",209,3,0,56,https://en.seedfinder.eu/pics/01seeds/Earthly_Pleasures/Earthly_Pleasures_-_Ghengis_OG_thumb.jpg
2977,"Black Light",205,1,0,63,https://en.seedfinder.eu/pics/01seeds/Dutch_Quality_Seeds/Dutch_Quality_Seeds_-_Black_Light_thumb.jpg
2978,"Lowryder #2",116,7,1,60,https://en.seedfinder.eu/pics/01seeds/Bulk_Seeds/Bulk_Seeds_-_Lowryder_Nr2_thumb.jpg
2979,"Hot Rod",195,2,0,67,https://en.seedfinder.eu/pics/01seeds/Dungeons_Vault_Genetics/Dungeons_Vault_Genetics_-_Hot_Rod_thumb.jpg
2980,"Super Star Tahoe",172,2,0,67,https://en.seedfinder.eu/pics/01seeds/Dank_Genetics/Dank_Genetics_-_Super_Star_Tahoe_thumb.jpg
2981,"The Red Eyed Bride",186,0,0,60,https://en.seedfinder.eu/pics/01seeds/DJ_Short/DJ_Short_-_The_Red_Eyed_Bride_thumb.jpg
2982,"Tangerine Sunrise",143,2,0,56,https://en.seedfinder.eu/pics/01seeds/Colorado_Seed_Inc/Colorado_Seed_Inc_-_Tangerine_Sunrise_thumb.jpg
2983,"Critical Kali Mist",178,2,0,83,https://en.seedfinder.eu/pics/01seeds/Delicious_Seeds/Delicious_Seeds_-_Critical_Kali_Mist_thumb.jpg
2984,Abyss99,203,3,0,68,https://en.seedfinder.eu/pics/01seeds/Dutchgrown_Seeds/Dutchgrown_Seeds_-_Abyss99_thumb.jpg
2985,Headmist,209,2,0,70,https://en.seedfinder.eu/pics/01seeds/Earthly_Pleasures/Earthly_Pleasures_-_Headmist_thumb.jpg
2986,Chemdawg,199,1,0,67,https://en.seedfinder.eu/pics/01seeds/Dr_Greenthumb/Dr_Greenthumb_-_Chemdawg_thumb.jpg
2987,"Chem 91 BX",139,1,0,0,https://en.seedfinder.eu/pics/01seeds/Clone_Only_Strains/Clone_Only_Strains_-_Chem_91_BX_thumb.jpg
2988,"13th Warrior",218,2,0,63,https://en.seedfinder.eu/pics/01seeds/Enlightened_Genetics/Enlightened_Genetics_-_13th_Warrior_thumb.jpg
2989,"Humble Pie",195,1,0,63,https://en.seedfinder.eu/pics/01seeds/Dungeons_Vault_Genetics/Dungeons_Vault_Genetics_-_Humble_Pie_thumb.jpg
2990,"Toe Jam",186,2,0,63,https://en.seedfinder.eu/pics/01seeds/DJ_Short/DJ_Short_-_Toe_Jam_thumb.jpg
2991,"Blueberry Headband",217,3,0,63,https://en.seedfinder.eu/pics/01seeds/Emerald_Triangle/Emerald_Triangle_-_Blueberry_Headband_thumb.jpg
2992,"Psychedelic Amnesia",210,2,0,90,https://en.seedfinder.eu/pics/01seeds/Earth_Seeds/Earth_Seeds_-_Psychedelic_Amnesia_thumb.jpg
2993,"Big Buddha",214,1,0,56,https://en.seedfinder.eu/pics/01seeds/El_Clandestino/El_Clandestino_-_Big_Buddha_thumb.jpg
2994,Skywalker,66,1,0,58,https://en.seedfinder.eu/pics/01seeds/Apothecary_Genetics/Apothecary_Genetics_-_Skywalker_thumb.jpg
2995,"Chem 91 Skunk VA",139,1,0,0,https://en.seedfinder.eu/pics/01seeds/Clone_Only_Strains/Clone_Only_Strains_-_Chem_91_Skunk_VA_thumb.jpg
2996,"Moby Dick",192,2,0,65,https://en.seedfinder.eu/pics/01seeds/Dr_Blaze/Dr_Blaze_-_Moby_Dick_thumb.jpg
2997,"707 Truth Band",219,2,0,60,https://en.seedfinder.eu/pics/01seeds/Emerald_Mountain_Seeds/Emerald_Mountain_Seeds_-_707_Truth_Band_thumb.jpg
2998,Narcotherapy,154,7,1,60,https://en.seedfinder.eu/pics/01seeds/Cream_of_the_Crop_Seeds/Cream_of_the_Crop_Seeds_-_Narcotherapy_thumb.jpg
2999,"Blueberry Headband Auto",217,7,1,63,https://en.seedfinder.eu/pics/01seeds/Emerald_Triangle/Emerald_Triangle_-_Blueberry_Headband_Auto_thumb.jpg
3000,"Vanilla Kush",53,1,0,63,https://en.seedfinder.eu/pics/01seeds/Barneys_Farm/Barneys_Farm_-_Vanilla_Kush_thumb.jpg
3001,"Crude Oil",198,2,0,60,https://en.seedfinder.eu/pics/01seeds/DutchBreed/DutchBreed_-_Crude_Oil_thumb.jpg
3002,"Caramel Candy Kush",208,1,0,60,https://en.seedfinder.eu/pics/01seeds/Dynasty_Seeds/Dynasty_Seeds_-_Caramel_Candy_Kush_thumb.jpg
3003,"Peace Maker",168,3,0,63,https://en.seedfinder.eu/pics/01seeds/De_Sjamaan/De_Sjamaan_-_Peace_Maker_thumb.jpg
3004,"Moby Dick Auto",192,7,1,75,https://en.seedfinder.eu/pics/01seeds/Dr_Blaze/Dr_Blaze_-_Moby_Dick_Auto_thumb.jpg
3005,"Bubba Kush",182,1,0,63,https://en.seedfinder.eu/pics/01seeds/Dinafem/Dinafem_-_Bubba_Kush_thumb.jpg
3006,"Chocolate Trip",196,3,0,50,https://en.seedfinder.eu/pics/01seeds/Dutch_Flowers/Dutch_Flowers_-_Chocolate_Trip_thumb.jpg
3007,"Violator Kush",53,1,0,60,https://en.seedfinder.eu/pics/01seeds/Barneys_Farm/Barneys_Farm_-_Violator_Kush_thumb.jpg
3008,"Hazy Daze",198,3,0,46,https://en.seedfinder.eu/pics/01seeds/DutchBreed/DutchBreed_-_Hazy_Daze_thumb.jpg
3009,Chumaluma,199,2,0,45,https://en.seedfinder.eu/pics/01seeds/Dr_Greenthumb/Dr_Greenthumb_-_Chumaluma_thumb.jpg
3010,"Lady of the Night",209,1,0,60,https://en.seedfinder.eu/pics/01seeds/Earthly_Pleasures/Earthly_Pleasures_-_Lady_of_the_Night_thumb.jpg
3011,"White Jack",206,2,0,65,https://en.seedfinder.eu/pics/01seeds/Dready_Seeds/Dready_Seeds_-_White_Jack_thumb.jpg
3012,"OG Kush",192,1,0,70,https://en.seedfinder.eu/pics/01seeds/Dr_Blaze/Dr_Blaze_-_OG_Kush_thumb.jpg
3013,"La Luna",200,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dr_Hemps_Seeds/Dr_Hemps_Seeds_-_La_Luna_thumb.jpg
3014,"Grandoggy Purps",146,1,0,0,https://en.seedfinder.eu/pics/01seeds/Connoisseur_Genetics/Connoisseur_Genetics_-_Grandoggy_Purps_thumb.jpg
3015,"Caramel Cough",208,2,0,70,https://en.seedfinder.eu/pics/01seeds/Dynasty_Seeds/Dynasty_Seeds_-_Caramel_Cough_thumb.jpg
3016,"The Fork",143,2,0,63,https://en.seedfinder.eu/pics/01seeds/Colorado_Seed_Inc/Colorado_Seed_Inc_-_The_Fork_thumb.jpg
3017,"Purple Skunk x Dutch Treat",211,1,0,49,https://en.seedfinder.eu/pics/01seeds/East_Island_Seeds/East_Island_Seeds_-_Purple_Skunk_x_Dutch_Treat_thumb.jpg
3018,"Berry Bomb",215,1,0,55,https://en.seedfinder.eu/pics/01seeds/Elemental_Seeds/Elemental_Seeds_-_Berry_Bomb_thumb.jpg
3019,"White Widow",53,3,0,63,https://en.seedfinder.eu/pics/01seeds/Barneys_Farm/Barneys_Farm_-_White_Widow_thumb.jpg
3020,"AutoBlackberry Kush",202,5,1,70,https://en.seedfinder.eu/pics/01seeds/Dutch_Passion/Dutch_Passion_-_AutoBlackberry_Kush_thumb.jpg
3021,"Cosmic Brain",208,1,0,60,https://en.seedfinder.eu/pics/01seeds/Dynasty_Seeds/Dynasty_Seeds_-_Cosmic_Brain_thumb.jpg
3022,"Brooklyn Mango",207,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dr_Underground/Dr_Underground_-_Brooklyn_Mango_thumb.jpg
3023,"Dizzy Lights",197,5,1,75,https://en.seedfinder.eu/pics/01seeds/Dr_Krippling_Seeds/Dr_Krippling_Seeds_-_Dizzy_Lights_thumb.jpg
3024,"Chem Sister",139,1,0,70,https://en.seedfinder.eu/pics/01seeds/Clone_Only_Strains/Clone_Only_Strains_-_Chem_Sister_thumb.jpg
3025,"Epik Cookies",220,1,0,67,https://en.seedfinder.eu/pics/01seeds/Epik_Genetics/Epik_Genetics_-_Epik_Cookies_thumb.jpg
3026,"Columbian Red",196,2,0,0,https://en.seedfinder.eu/pics/01seeds/Dutch_Flowers/Dutch_Flowers_-_Columbian_Red_thumb.jpg
3027,"Crystal M.E.T.H.",207,2,0,63,https://en.seedfinder.eu/pics/01seeds/Dr_Underground/Dr_Underground_-_Crystal_METH_thumb.jpg
3028,"Dutch Dwarf",201,7,1,60,https://en.seedfinder.eu/pics/01seeds/DutchFem/DutchFem_-_Dutch_Dwarf_thumb.jpg
3029,"Nuclear Winter",212,1,0,60,https://en.seedfinder.eu/pics/01seeds/East_Coast_Farmers_Genetics/East_Coast_Farmers_Genetics_-_Nuclear_Winter_thumb.jpg
3030,"Jersey Mike",195,2,0,70,https://en.seedfinder.eu/pics/01seeds/Dungeons_Vault_Genetics/Dungeons_Vault_Genetics_-_Jersey_Mike_thumb.jpg
3031,Brainfreeze,203,1,0,58,https://en.seedfinder.eu/pics/01seeds/Dutchgrown_Seeds/Dutchgrown_Seeds_-_Brainfreeze_thumb.jpg
3032,"New Jack City",220,3,0,56,https://en.seedfinder.eu/pics/01seeds/Epik_Genetics/Epik_Genetics_-_New_Jack_City_thumb.jpg
3033,"Sugar Loaf",124,3,0,60,https://en.seedfinder.eu/pics/01seeds/Cannabiogen/Cannabiogen_-_Sugar_Loaf_thumb.jpg
3034,"Diesel Cookie",207,3,0,0,https://en.seedfinder.eu/pics/01seeds/Dr_Underground/Dr_Underground_-_Diesel_Cookie_thumb.jpg
3035,"Durban Fig Widow",196,2,0,0,https://en.seedfinder.eu/pics/01seeds/Dutch_Flowers/Dutch_Flowers_-_Durban_Fig_Widow_thumb.jpg
3036,"Bubba Kush Autoflowering",182,7,1,75,https://en.seedfinder.eu/pics/01seeds/Dinafem/Dinafem_-_Bubba_Kush_Autoflowering_thumb.jpg
3037,"Crater Lake V4",208,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dynasty_Seeds/Dynasty_Seeds_-_Crater_Lake_V4_thumb.jpg
3038,"Narcotic Kush",154,5,1,58,https://en.seedfinder.eu/pics/01seeds/Cream_of_the_Crop_Seeds/Cream_of_the_Crop_Seeds_-_Narcotic_Kush_thumb.jpg
3039,"Chaos Kush",215,1,0,60,https://en.seedfinder.eu/pics/01seeds/Elemental_Seeds/Elemental_Seeds_-_Chaos_Kush_thumb.jpg
3040,"Hell Stone",207,2,0,67,https://en.seedfinder.eu/pics/01seeds/Dr_Underground/Dr_Underground_-_Hell_Stone_thumb.jpg
3041,"Bubba Kush CBD",182,1,0,58,https://en.seedfinder.eu/pics/01seeds/Dinafem/Dinafem_-_Bubba_Kush_CBD_thumb.jpg
3042,"Chemdog Sour Diesel",139,3,0,72,https://en.seedfinder.eu/pics/01seeds/Clone_Only_Strains/Clone_Only_Strains_-_Chemdog_Sour_Diesel_thumb.jpg
3043,"Diesel Maui Dawg",219,1,0,53,https://en.seedfinder.eu/pics/01seeds/Emerald_Mountain_Seeds/Emerald_Mountain_Seeds_-_Diesel_Maui_Dawg_thumb.jpg
3044,"Space Wrangler",28,2,0,63,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Space_Wrangler_thumb.jpg
3045,"Widow Remedy",53,2,0,60,https://en.seedfinder.eu/pics/01seeds/Barneys_Farm/Barneys_Farm_-_Widow_Remedy_thumb.jpg
3046,"Moroccan Hash Plant",200,3,0,53,https://en.seedfinder.eu/pics/01seeds/Dr_Hemps_Seeds/Dr_Hemps_Seeds_-_Moroccan_Hash_Plant_thumb.jpg
3047,"Cindy 99",199,2,0,60,https://en.seedfinder.eu/pics/01seeds/Dr_Greenthumb/Dr_Greenthumb_-_Cindy_99_thumb.jpg
3048,"Jabba's Stash",89,1,0,63,https://en.seedfinder.eu/pics/01seeds/Bodhi_Seeds/Bodhi_Seeds_-_Jabbas_Stash_thumb.jpg
3049,"Banana Cream Cookies",218,3,0,59,https://en.seedfinder.eu/pics/01seeds/Enlightened_Genetics/Enlightened_Genetics_-_Banana_Cream_Cookies_thumb.jpg
3050,"California Hash Plant",182,1,0,48,https://en.seedfinder.eu/pics/01seeds/Dinafem/Dinafem_-_California_Hash_Plant_thumb.jpg
3051,"Cherry Pie",139,3,0,60,https://en.seedfinder.eu/pics/01seeds/Clone_Only_Strains/Clone_Only_Strains_-_Cherry_Pie_thumb.jpg
3052,"Star Destroyer OG",28,3,0,63,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Star_Destroyer_OG_thumb.jpg
3053,"DutchFem Autoflower",201,7,1,42,https://en.seedfinder.eu/pics/01seeds/DutchFem/DutchFem_-_DutchFem_Autoflower_thumb.jpg
3054,AutoBlueberry,202,7,1,70,https://en.seedfinder.eu/pics/01seeds/Dutch_Passion/Dutch_Passion_-_AutoBlueberry_thumb.jpg
3055,"True Blueberry",186,1,0,53,https://en.seedfinder.eu/pics/01seeds/DJ_Short/DJ_Short_-_True_Blueberry_thumb.jpg
3056,"Columbian Skies",199,2,0,63,https://en.seedfinder.eu/pics/01seeds/Dr_Greenthumb/Dr_Greenthumb_-_Columbian_Skies_thumb.jpg
3057,Bubalishious,214,1,0,60,https://en.seedfinder.eu/pics/01seeds/El_Clandestino/El_Clandestino_-_Bubalishious_thumb.jpg
3058,"MT Grown Kush",133,1,0,65,https://en.seedfinder.eu/pics/01seeds/Cannarado_Genetics/Cannarado_Genetics_-_MT_Grown_Kush_thumb.jpg
3059,"Purple Widow",168,3,0,70,https://en.seedfinder.eu/pics/01seeds/De_Sjamaan/De_Sjamaan_-_Purple_Widow_thumb.jpg
3060,Taskenti,124,1,0,60,https://en.seedfinder.eu/pics/01seeds/Cannabiogen/Cannabiogen_-_Taskenti_thumb.jpg
3061,"El Fuego",185,1,0,60,https://en.seedfinder.eu/pics/01seeds/DNA_Genetics_Seeds/DNA_Genetics_Seeds_-_El_Fuego_thumb.jpg
3062,Warrior,171,1,0,50,https://en.seedfinder.eu/pics/01seeds/Da_Bean_Co/Da_Bean_Co_-_Warrior_thumb.jpg
3063,"Clockwork Orange",139,3,0,70,https://en.seedfinder.eu/pics/01seeds/Clone_Only_Strains/Clone_Only_Strains_-_Clockwork_Orange_thumb.jpg
3064,"Jungle Spice",89,1,0,67,https://en.seedfinder.eu/pics/01seeds/Bodhi_Seeds/Bodhi_Seeds_-_Jungle_Spice_thumb.jpg
