id,name,breeder,species,auto_flower,flower_time,image
5508,"Immortal OG",339,3,0,67,https://en.seedfinder.eu/pics/01seeds/Illuminati_Seeds/Illuminati_Seeds_-_Immortal_OG_thumb.jpg
5509,"White Walker Kush",185,2,0,60,https://en.seedfinder.eu/pics/01seeds/DNA_Genetics_Seeds/DNA_Genetics_Seeds_-_White_Walker_Kush_thumb.jpg
5510,"Sonic Screwdriver",332,2,0,67,https://en.seedfinder.eu/pics/01seeds/Homegrown_Natural_Wonders/Homegrown_Natural_Wonders_-_Sonic_Screwdriver_thumb.jpg
5511,"BC Big Bud",367,2,0,50,https://en.seedfinder.eu/pics/01seeds/Jordan_of_the_Islands/Jordan_of_the_Islands_-_BC_Big_Bud_thumb.jpg
5512,"Holy Punch",285,1,0,60,https://en.seedfinder.eu/pics/01seeds/Green_House_Seeds/Green_House_Seeds_-_Holy_Punch_thumb.jpg
5513,"Jah Light",351,2,0,70,https://en.seedfinder.eu/pics/01seeds/Jah_Seeds/Jah_Seeds_-_Jah_Light_thumb.jpg
5514,"Strawberry Fields IBL",313,1,0,65,https://en.seedfinder.eu/pics/01seeds/Hash_Hands_Co/Hash_Hands_Co_-_Strawberry_Fields_IBL_thumb.jpg
5515,Anonymous,365,3,0,63,https://en.seedfinder.eu/pics/01seeds/Karma_Genetics/Karma_Genetics_-_Anonymous_thumb.jpg
5516,"Lemon Bud",309,3,0,53,https://en.seedfinder.eu/pics/01seeds/GreenLabel_Seeds/GreenLabel_Seeds_-_Lemon_Bud_thumb.jpg
5517,"Deep Chunk IBL",292,1,0,0,https://en.seedfinder.eu/pics/01seeds/GreenMan_Organic_Seeds/GreenMan_Organic_Seeds_-_Deep_Chunk_IBL_thumb.jpg
5518,"Dixie Crystals",362,3,0,53,https://en.seedfinder.eu/pics/01seeds/Juan_Moore/Juan_Moore_-_Dixie_Crystals_thumb.jpg
5519,"AK Skunk",363,3,0,55,https://en.seedfinder.eu/pics/01seeds/Kalashnikov_Seeds/Kalashnikov_Seeds_-_AK_Skunk_thumb.jpg
5520,"Mango Mist Shake",358,2,0,70,https://en.seedfinder.eu/pics/01seeds/Kalis_Fruitful_Cannabis_Seeds/Kalis_Fruitful_Cannabis_Seeds_-_Mango_Mist_Shake_thumb.jpg
5521,Wookie,89,1,0,0,https://en.seedfinder.eu/pics/01seeds/Bodhi_Seeds/Bodhi_Seeds_-_Wookie_thumb.jpg
5522,"Afghani Special",364,1,0,56,https://en.seedfinder.eu/pics/01seeds/KC_Brains_Holland/KC_Brains_Holland_-_Afghani_Special_thumb.jpg
5523,Irukandji,339,2,0,63,https://en.seedfinder.eu/pics/01seeds/Illuminati_Seeds/Illuminati_Seeds_-_Irukandji_thumb.jpg
5524,"Deep North",292,1,0,60,https://en.seedfinder.eu/pics/01seeds/GreenMan_Organic_Seeds/GreenMan_Organic_Seeds_-_Deep_North_thumb.jpg
5525,"Mandarin Punch",362,1,0,48,https://en.seedfinder.eu/pics/01seeds/Juan_Moore/Juan_Moore_-_Mandarin_Punch_thumb.jpg
5526,"Space Cowboy",229,2,0,67,https://en.seedfinder.eu/pics/01seeds/Exclusive_Seeds/Exclusive_Seeds_-_Space_Cowboy_thumb.jpg
5527,"Purple Mazar",246,7,1,73,https://en.seedfinder.eu/pics/01seeds/Flash_Seeds/Flash_Seeds_-_Purple_Mazar_thumb.jpg
5528,"Blue Afghani",367,3,0,60,https://en.seedfinder.eu/pics/01seeds/Jordan_of_the_Islands/Jordan_of_the_Islands_-_Blue_Afghani_thumb.jpg
5529,"Purple Ryder Auto",267,7,1,49,https://en.seedfinder.eu/pics/01seeds/Goldenseed/Goldenseed_-_Purple_Ryder_Auto_thumb.jpg
5530,"Bahia Blackhead",364,2,0,63,https://en.seedfinder.eu/pics/01seeds/KC_Brains_Holland/KC_Brains_Holland_-_Bahia_Blackhead_thumb.jpg
5531,Outsider,330,3,0,49,https://en.seedfinder.eu/pics/01seeds/High_Quality_Seeds/High_Quality_Seeds_-_Outsider_thumb.jpg
5532,"Candy Drop",260,1,0,60,https://en.seedfinder.eu/pics/01seeds/Gage_Green_Genetics/Gage_Green_Genetics_-_Candy_Drop_thumb.jpg
5533,"Original Amnesia Autoflowering",182,7,1,80,https://en.seedfinder.eu/pics/01seeds/Dinafem/Dinafem_-_Original_Amnesia_Autoflowering_thumb.jpg
5534,"Lemon Grape",372,1,0,70,https://en.seedfinder.eu/pics/01seeds/Ken_Dog_Smoke_Seeds/Ken_Dog_Smoke_Seeds_-_Lemon_Grape__thumb.jpg
5535,"Sweet Afghan Thai",229,2,0,60,https://en.seedfinder.eu/pics/01seeds/Exclusive_Seeds/Exclusive_Seeds_-_Sweet_Afghan_Thai_thumb.jpg
5536,Ak74,366,3,0,49,https://en.seedfinder.eu/pics/01seeds/Kannabia_Seeds/Kannabia_Seeds_-_Ak74_thumb.jpg
5537,"Beelze Bubba V2.0",365,1,0,63,https://en.seedfinder.eu/pics/01seeds/Karma_Genetics/Karma_Genetics_-_Beelze_Bubba_V2_thumb.jpg
5538,"Deep Phaze",292,3,0,60,https://en.seedfinder.eu/pics/01seeds/GreenMan_Organic_Seeds/GreenMan_Organic_Seeds_-_Deep_Phaze_thumb.jpg
5539,"Money Bush",317,1,0,53,https://en.seedfinder.eu/pics/01seeds/Heavyweight_Seeds/Heavyweight_Seeds_-_Money_Bush_thumb.jpg
5540,"Jungle Juice",339,3,0,67,https://en.seedfinder.eu/pics/01seeds/Illuminati_Seeds/Illuminati_Seeds_-_Jungle_Juice_thumb.jpg
5541,Evergreen,291,2,0,75,https://en.seedfinder.eu/pics/01seeds/Greenpoint_Seeds/Greenpoint_Seeds_-_Evergreen_thumb.jpg
5542,"Chem D BX3",355,1,0,63,https://en.seedfinder.eu/pics/01seeds/Insane_Seed_Posse/Insane_Seed_Posse_-_Chem_D_BX3_thumb.jpg
5543,"Mountain Kush",309,1,0,50,https://en.seedfinder.eu/pics/01seeds/GreenLabel_Seeds/GreenLabel_Seeds_-_Mountain_Kush_thumb.jpg
5544,"Auto Double Big Bud",369,7,1,63,https://en.seedfinder.eu/pics/01seeds/JustFeminized_com/JustFeminized_com_-_Auto_Double_Big_Bud_thumb.jpg
5545,Amnesi-K,366,2,0,65,https://en.seedfinder.eu/pics/01seeds/Kannabia_Seeds/Kannabia_Seeds_-_Amnesi-K_thumb.jpg
5546,"Chemical Cookies",356,3,0,0,https://en.seedfinder.eu/pics/01seeds/Johnstons_Genetics/Johnstons_Genetics_-_Chemical_Cookies_thumb.jpg
5547,"Hindu Kush",352,1,0,63,https://en.seedfinder.eu/pics/01seeds/Indian_Landrace_Exchange/Indian_Landrace_Exchange_-_Hindu_Kush_thumb.jpg
5548,Devotchka,359,7,1,75,https://en.seedfinder.eu/pics/01seeds/Joint_Doctor/Joint_Doctor_-_Devotchka_thumb.jpg
5549,Kamikaze,339,3,0,67,https://en.seedfinder.eu/pics/01seeds/Illuminati_Seeds/Illuminati_Seeds_-_Kamikaze_thumb.jpg
5550,"Missippippi Queen",362,0,0,0,https://en.seedfinder.eu/pics/01seeds/Juan_Moore/Juan_Moore_-_Missippippi_Queen_thumb.jpg
5551,"Bubba Kush Autoflowering",338,5,1,75,https://en.seedfinder.eu/pics/01seeds/Humboldt_Seed_Organisation/Humboldt_Seed_Organisation_-_Bubba_Kush_Autoflowering_thumb.jpg
5552,"Amnesia x Double Diesel Haze",375,2,0,81,https://en.seedfinder.eu/pics/01seeds/KGBeans/KGBeans_-_Amnesia_x_Double_Diesel_Haze_thumb.jpg
5553,"Purple Tops",330,2,0,49,https://en.seedfinder.eu/pics/01seeds/High_Quality_Seeds/High_Quality_Seeds_-_Purple_Tops_thumb.jpg
5554,"Auto Lemon-O-Matic",369,7,1,70,https://en.seedfinder.eu/pics/01seeds/JustFeminized_com/JustFeminized_com_-_Auto_Lemon-O-Matic_thumb.jpg
5555,"Babylonian Fruit 2.0",360,3,0,65,https://en.seedfinder.eu/pics/01seeds/Joeypotseed/Joeypotseed_-_Babylonian_Fruit_2_thumb.jpg
5556,"Strawberry Pluton",313,2,0,55,https://en.seedfinder.eu/pics/01seeds/Hash_Hands_Co/Hash_Hands_Co_-_Strawberry_Pluton_thumb.jpg
5557,"Bubba Gum",350,1,0,59,https://en.seedfinder.eu/pics/01seeds/Jinxproof_Genetics/Jinxproof_Genetics_-_Bubba_Gum_thumb.jpg
5558,"Kiss Of Death",339,0,0,67,https://en.seedfinder.eu/pics/01seeds/Illuminati_Seeds/Illuminati_Seeds_-_Kiss_Of_Death_thumb.jpg
5559,"Short & Sweet Auto",317,1,1,65,https://en.seedfinder.eu/pics/01seeds/Heavyweight_Seeds/Heavyweight_Seeds_-_Short_and_Sweet_Auto_thumb.jpg
5560,"Cheese #1",373,2,0,67,https://en.seedfinder.eu/pics/01seeds/Kaliman_Seeds/Kaliman_Seeds_-_Cheese_Nr1_thumb.jpg
5561,"Skunk 3 x a2",330,3,0,63,https://en.seedfinder.eu/pics/01seeds/High_Quality_Seeds/High_Quality_Seeds_-_Skunk_3_x_a2_thumb.jpg
5562,"White Panther",361,3,0,55,https://en.seedfinder.eu/pics/01seeds/John_Sinclair_Seeds/John_Sinclair_Seeds_-_White_Panther_thumb.jpg
5563,"Vermont Indica",313,1,0,55,https://en.seedfinder.eu/pics/01seeds/Hash_Hands_Co/Hash_Hands_Co_-_Vermont_Indica_thumb.jpg
5564,"Guerrilla Kush",326,3,0,0,https://en.seedfinder.eu/pics/01seeds/HighRise_Seeds/HighRise_Seeds_-_Guerrilla_Kush_thumb.jpg
5565,"Kaos Purps",368,1,0,65,https://en.seedfinder.eu/pics/01seeds/Kaos_Kreations/Kaos_Kreations_-_Kaos_Purps_thumb.jpg
5566,Aphrodita,366,2,0,56,https://en.seedfinder.eu/pics/01seeds/Kannabia_Seeds/Kannabia_Seeds_-_Aphrodita_thumb.jpg
5567,"Cheese Tease",373,2,0,67,https://en.seedfinder.eu/pics/01seeds/Kaliman_Seeds/Kaliman_Seeds_-_Cheese_Tease_thumb.jpg
5568,"Critical Auto",374,3,1,63,https://en.seedfinder.eu/pics/01seeds/Ketama_Seeds/Ketama_Seeds_-_Critical_Auto_thumb.jpg
5569,"AK Skunk Auto",363,7,1,57,https://en.seedfinder.eu/pics/01seeds/Kalashnikov_Seeds/Kalashnikov_Seeds_-_AK_Skunk_Auto_thumb.jpg
5570,Mikado,311,1,0,56,https://en.seedfinder.eu/pics/01seeds/Hazeman_Seeds/Hazeman_Seeds_-_Mikado_thumb.jpg
5571,"New Killer Queen",362,1,0,48,https://en.seedfinder.eu/pics/01seeds/Juan_Moore/Juan_Moore_-_New_Killer_Queen_thumb.jpg
5572,"Syd Barrett",229,2,0,60,https://en.seedfinder.eu/pics/01seeds/Exclusive_Seeds/Exclusive_Seeds_-_Syd_Barrett_thumb.jpg
5573,"Amnesia Mac Ganja",370,2,0,63,https://en.seedfinder.eu/pics/01seeds/Kera_Seeds/Kera_Seeds_-_Amnesia_Mac_Ganja_thumb.jpg
5574,"Passion #1",202,1,0,42,https://en.seedfinder.eu/pics/01seeds/Dutch_Passion/Dutch_Passion_-_Passion_Nr1_thumb.jpg
5575,"Auto Low Widow",369,7,1,70,https://en.seedfinder.eu/pics/01seeds/JustFeminized_com/JustFeminized_com_-_Auto_Low_Widow_thumb.jpg
5576,"Kashmiri Sativa",352,2,0,84,https://en.seedfinder.eu/pics/01seeds/Indian_Landrace_Exchange/Indian_Landrace_Exchange_-_Kashmiri_Sativa_thumb.jpg
5577,"Growerschoice Special",303,2,0,60,https://en.seedfinder.eu/pics/01seeds/Growers_Choice/Growers_Choice_-_Growerschoice_Special_thumb.jpg
5578,"Chem Toffees",328,3,0,60,https://en.seedfinder.eu/pics/01seeds/Holy_Smoke_Seeds/Holy_Smoke_Seeds_-_Chem_Toffees_thumb.jpg
5579,"Molikai Kush",311,3,0,67,https://en.seedfinder.eu/pics/01seeds/Hazeman_Seeds/Hazeman_Seeds_-_Molikai_Kush_thumb.jpg
5580,"Deep Space",292,1,0,60,https://en.seedfinder.eu/pics/01seeds/GreenMan_Organic_Seeds/GreenMan_Organic_Seeds_-_Deep_Space_thumb.jpg
5581,"Guerrilla Pearls",326,7,1,0,https://en.seedfinder.eu/pics/01seeds/HighRise_Seeds/HighRise_Seeds_-_Guerrilla_Pearls_thumb.jpg
5582,"Jamaica Haze",351,2,0,74,https://en.seedfinder.eu/pics/01seeds/Jah_Seeds/Jah_Seeds_-_Jamaica_Haze_thumb.jpg
5583,"Auto Northern Lights",369,5,1,63,https://en.seedfinder.eu/pics/01seeds/JustFeminized_com/JustFeminized_com_-_Auto_Northern_Lights_thumb.jpg
5584,"Passion Fruit",202,3,0,56,https://en.seedfinder.eu/pics/01seeds/Dutch_Passion/Dutch_Passion_-_Passion_Fruit_thumb.jpg
5585,"Yo Mama",89,1,0,63,https://en.seedfinder.eu/pics/01seeds/Bodhi_Seeds/Bodhi_Seeds_-_Yo_Mama_thumb.jpg
5586,Ewe-2,378,1,0,52,https://en.seedfinder.eu/pics/01seeds/Kief_Sweat/Kief_Sweat_-_Ewe-2_thumb.jpg
5587,Drakensberg,328,2,0,91,https://en.seedfinder.eu/pics/01seeds/Holy_Smoke_Seeds/Holy_Smoke_Seeds_-_Drakensberg_thumb.jpg
5588,"Amnesia Molotov",363,2,0,64,https://en.seedfinder.eu/pics/01seeds/Kalashnikov_Seeds/Kalashnikov_Seeds_-_Amnesia_Molotov_thumb.jpg
5589,"OG Kush",139,1,0,0,0
5590,"Bubba's Gift",338,1,0,50,https://en.seedfinder.eu/pics/01seeds/Humboldt_Seed_Organisation/Humboldt_Seed_Organisation_-_Bubbas_Gift_thumb.jpg
5591,"Hashplant Pearls",326,1,0,0,https://en.seedfinder.eu/pics/01seeds/HighRise_Seeds/HighRise_Seeds_-_Hashplant_Pearls_thumb.jpg
5592,"Critical Herer",374,2,0,60,https://en.seedfinder.eu/pics/01seeds/Ketama_Seeds/Ketama_Seeds_-_Critical_Herer_thumb.jpg
5593,"Biker Kush",365,1,0,70,https://en.seedfinder.eu/pics/01seeds/Karma_Genetics/Karma_Genetics_-_Biker_Kush_thumb.jpg
5594,"Tange Sauce",229,2,0,60,https://en.seedfinder.eu/pics/01seeds/Exclusive_Seeds/Exclusive_Seeds_-_Tange_Sauce_thumb.jpg
5595,Perplex,202,1,0,56,https://en.seedfinder.eu/pics/01seeds/Dutch_Passion/Dutch_Passion_-_Perplex_thumb.jpg
5596,"Glazed Black Cherries",378,3,0,60,https://en.seedfinder.eu/pics/01seeds/Kief_Sweat/Kief_Sweat_-_Glazed_Black_Cherries_thumb.jpg
5597,Goldfinger,328,2,0,63,https://en.seedfinder.eu/pics/01seeds/Holy_Smoke_Seeds/Holy_Smoke_Seeds_-_Goldfinger_thumb.jpg
5598,"Blue Bud",367,1,0,60,https://en.seedfinder.eu/pics/01seeds/Jordan_of_the_Islands/Jordan_of_the_Islands_-_Blue_Bud_thumb.jpg
5599,Chemdawg,338,2,0,63,https://en.seedfinder.eu/pics/01seeds/Humboldt_Seed_Organisation/Humboldt_Seed_Organisation_-_Chemdawg_thumb.jpg
5600,Cardinal,260,1,0,53,https://en.seedfinder.eu/pics/01seeds/Gage_Green_Genetics/Gage_Green_Genetics_-_Cardinal_thumb.jpg
5601,"Double Diesel Haze",375,2,0,81,https://en.seedfinder.eu/pics/01seeds/KGBeans/KGBeans_-_Double_Diesel_Haze_thumb.jpg
5602,"Biker Kush V2.0",365,1,0,70,https://en.seedfinder.eu/pics/01seeds/Karma_Genetics/Karma_Genetics_-_Biker_Kush_V2_thumb.jpg
5603,PolarLight,202,7,1,68,https://en.seedfinder.eu/pics/01seeds/Dutch_Passion/Dutch_Passion_-_PolarLight_thumb.jpg
5604,"Stoney Baloney",362,2,0,53,https://en.seedfinder.eu/pics/01seeds/Juan_Moore/Juan_Moore_-_Stoney_Baloney_thumb.jpg
5605,"Banana Kush F10",354,2,0,65,https://en.seedfinder.eu/pics/01seeds/Jaws_Gear/Jaws_Gear_-_Banana_Kush_F10_thumb.jpg
5606,"Monkey Balls",311,1,0,60,https://en.seedfinder.eu/pics/01seeds/Hazeman_Seeds/Hazeman_Seeds_-_Monkey_Balls_thumb.jpg
5607,"Exocet Haze",373,2,0,74,https://en.seedfinder.eu/pics/01seeds/Kaliman_Seeds/Kaliman_Seeds_-_Exocet_Haze_thumb.jpg
5608,"Glazed Cherries",378,3,0,60,https://en.seedfinder.eu/pics/01seeds/Kief_Sweat/Kief_Sweat_-_Glazed_Cherries_thumb.jpg
5609,"Auto Original #2",369,7,1,63,https://en.seedfinder.eu/pics/01seeds/JustFeminized_com/JustFeminized_com_-_Auto_Original_Nr2_thumb.jpg
5610,"Biker le blanc",365,1,0,70,https://en.seedfinder.eu/pics/01seeds/Karma_Genetics/Karma_Genetics_-_Biker_le_blanc_thumb.jpg
5611,"Critical Herer Auto",374,6,1,73,https://en.seedfinder.eu/pics/01seeds/Ketama_Seeds/Ketama_Seeds_-_Critical_Herer_Auto_thumb.jpg
5612,"Tangerine II",362,2,0,67,https://en.seedfinder.eu/pics/01seeds/Juan_Moore/Juan_Moore_-_Tangerine_II_thumb.jpg
5613,"Henkes Lolland",303,0,0,0,https://en.seedfinder.eu/pics/01seeds/Growers_Choice/Growers_Choice_-_Henkes_Lolland_thumb.jpg
5614,"Vermont Oreo Milkshake #5",313,1,0,60,https://en.seedfinder.eu/pics/01seeds/Hash_Hands_Co/Hash_Hands_Co_-_Vermont_Oreo_Milkshake_Nr5_thumb.jpg
5615,"Quadruple OG",378,3,0,60,https://en.seedfinder.eu/pics/01seeds/Kief_Sweat/Kief_Sweat_-_Quadruple_OG_thumb.jpg
5616,"Auto Original 47",369,7,1,74,https://en.seedfinder.eu/pics/01seeds/JustFeminized_com/JustFeminized_com_-_Auto_Original_47_thumb.jpg
5617,"Black Durban",377,2,0,0,https://en.seedfinder.eu/pics/01seeds/Kingdom_Organic_Seeds/Kingdom_Organic_Seeds_-_Black_Durban_thumb.jpg
5618,"Diesel Ryder",359,7,1,60,https://en.seedfinder.eu/pics/01seeds/Joint_Doctor/Joint_Doctor_-_Diesel_Ryder_thumb.jpg
5619,"Brains Choice",364,3,0,63,https://en.seedfinder.eu/pics/01seeds/KC_Brains_Holland/KC_Brains_Holland_-_Brains_Choice_thumb.jpg
5620,"Henkes Lolland vs. Royal Dane",303,0,0,0,https://en.seedfinder.eu/pics/01seeds/Growers_Choice/Growers_Choice_-_Henkes_Lolland_vs_Royal_Dane_thumb.jpg
5621,Thumper,362,1,0,53,https://en.seedfinder.eu/pics/01seeds/Juan_Moore/Juan_Moore_-_Thumper_thumb.jpg
5622,"Northern Light",309,1,0,60,https://en.seedfinder.eu/pics/01seeds/GreenLabel_Seeds/GreenLabel_Seeds_-_Northern_Light_thumb.jpg
5623,"Critical Ketama",374,3,0,47,https://en.seedfinder.eu/pics/01seeds/Ketama_Seeds/Ketama_Seeds_-_Critical_Ketama_thumb.jpg
5624,"Black Forrest",377,2,0,112,https://en.seedfinder.eu/pics/01seeds/Kingdom_Organic_Seeds/Kingdom_Organic_Seeds_-_Black_Forrest_thumb.jpg
5625,"Easy Ryder",359,7,1,73,https://en.seedfinder.eu/pics/01seeds/Joint_Doctor/Joint_Doctor_-_Easy_Ryder_thumb.jpg
5626,"Full Moon Fever",291,3,0,70,https://en.seedfinder.eu/pics/01seeds/Greenpoint_Seeds/Greenpoint_Seeds_-_Full_Moon_Fever_thumb.jpg
5627,"Brains Damage",364,2,0,63,https://en.seedfinder.eu/pics/01seeds/KC_Brains_Holland/KC_Brains_Holland_-_Brains_Damage_thumb.jpg
5628,"Insane Chem 91",355,1,0,67,https://en.seedfinder.eu/pics/01seeds/Insane_Seed_Posse/Insane_Seed_Posse_-_Insane_Chem_91_thumb.jpg
5629,"Bounty Killer",353,2,0,70,https://en.seedfinder.eu/pics/01seeds/Irie_Genetics/Irie_Genetics_-_Bounty_Killer_thumb.jpg
5630,"Strawberry Dream",347,1,0,60,https://en.seedfinder.eu/pics/01seeds/Infinity_Seeds/Infinity_Seeds_-_Strawberry_Dream_thumb.jpg
5631,"Purple Sirius Kush",246,7,1,67,https://en.seedfinder.eu/pics/01seeds/Flash_Seeds/Flash_Seeds_-_Purple_Sirius_Kush_thumb.jpg
5632,"Deep Wreck",292,1,0,64,https://en.seedfinder.eu/pics/01seeds/GreenMan_Organic_Seeds/GreenMan_Organic_Seeds_-_Deep_Wreck_thumb.jpg
5633,"Exodus Haze",373,2,0,74,https://en.seedfinder.eu/pics/01seeds/Kaliman_Seeds/Kaliman_Seeds_-_Exodus_Haze_thumb.jpg
5634,"Aphrodita AutomÃ¡tica",366,7,1,90,https://en.seedfinder.eu/pics/01seeds/Kannabia_Seeds/Kannabia_Seeds_-_Aphrodita_Automatica_thumb.jpg
5635,"Barrier Reefer",379,1,0,63,https://en.seedfinder.eu/pics/01seeds/Koala_Seeds/Koala_Seeds_-_Barrier_Reefer_thumb.jpg
5636,"Mighty Durban",326,7,0,0,https://en.seedfinder.eu/pics/01seeds/HighRise_Seeds/HighRise_Seeds_-_Mighty_Durban_thumb.jpg
5637,"Orange Diesel",355,2,0,62,https://en.seedfinder.eu/pics/01seeds/Insane_Seed_Posse/Insane_Seed_Posse_-_Orange_Diesel_thumb.jpg
5638,CritiKush,374,3,0,53,https://en.seedfinder.eu/pics/01seeds/Ketama_Seeds/Ketama_Seeds_-_CritiKush_thumb.jpg
5639,Capleton,353,3,0,65,https://en.seedfinder.eu/pics/01seeds/Irie_Genetics/Irie_Genetics_-_Capleton_thumb.jpg
5640,"Dirty Girl",292,3,0,62,https://en.seedfinder.eu/pics/01seeds/GreenMan_Organic_Seeds/GreenMan_Organic_Seeds_-_Dirty_Girl_thumb.jpg
5641,"Melon Kali",358,2,0,56,https://en.seedfinder.eu/pics/01seeds/Kalis_Fruitful_Cannabis_Seeds/Kalis_Fruitful_Cannabis_Seeds_-_Melon_Kali_thumb.jpg
5642,"B. Lee",366,7,1,63,https://en.seedfinder.eu/pics/01seeds/Kannabia_Seeds/Kannabia_Seeds_-_B_Lee_thumb.jpg
5643,"Blue Mountain",379,3,0,56,https://en.seedfinder.eu/pics/01seeds/Koala_Seeds/Koala_Seeds_-_Blue_Mountain_thumb.jpg
5644,"Black Malawi",377,2,0,65,https://en.seedfinder.eu/pics/01seeds/Kingdom_Organic_Seeds/Kingdom_Organic_Seeds_-_Black_Malawi_thumb.jpg
5645,"Kerala Gold",352,2,0,124,https://en.seedfinder.eu/pics/01seeds/Indian_Landrace_Exchange/Indian_Landrace_Exchange_-_Kerala_Gold_thumb.jpg
5646,"Original Strawberry Cough",182,2,0,65,https://en.seedfinder.eu/pics/01seeds/Dinafem/Dinafem_-_Original_Strawberry_Cough_thumb.jpg
5647,"Lion of Judah",351,7,0,0,https://en.seedfinder.eu/pics/01seeds/Jah_Seeds/Jah_Seeds_-_Lion_of_Judah_thumb.jpg
5648,"Ghost Town F2",291,3,0,70,https://en.seedfinder.eu/pics/01seeds/Greenpoint_Seeds/Greenpoint_Seeds_-_Ghost_Town_F2_thumb.jpg
5649,Inspiration,374,2,0,57,https://en.seedfinder.eu/pics/01seeds/Ketama_Seeds/Ketama_Seeds_-_Inspiration_thumb.jpg
5650,Lowryder,359,5,1,56,https://en.seedfinder.eu/pics/01seeds/Joint_Doctor/Joint_Doctor_-_Lowryder_thumb.jpg
5651,"Marley's Cheese",373,2,0,67,https://en.seedfinder.eu/pics/01seeds/Kaliman_Seeds/Kaliman_Seeds_-_Marleys_Cheese_thumb.jpg
5652,"Baby Boom",366,5,1,60,https://en.seedfinder.eu/pics/01seeds/Kannabia_Seeds/Kannabia_Seeds_-_Baby_Boom_thumb.jpg
5653,"Double Berry99",292,2,0,0,https://en.seedfinder.eu/pics/01seeds/GreenMan_Organic_Seeds/GreenMan_Organic_Seeds_-_Double_Berry99_thumb.jpg
5654,"Mazari Landrace",352,1,0,67,https://en.seedfinder.eu/pics/01seeds/Indian_Landrace_Exchange/Indian_Landrace_Exchange_-_Mazari_Landrace_thumb.jpg
5655,Yogi,89,1,0,0,https://en.seedfinder.eu/pics/01seeds/Bodhi_Seeds/Bodhi_Seeds_-_Yogi_thumb.jpg
5656,Kamnesia,374,2,0,73,https://en.seedfinder.eu/pics/01seeds/Ketama_Seeds/Ketama_Seeds_-_Kamnesia_thumb.jpg
5657,"Garlic Express",357,5,1,80,https://en.seedfinder.eu/pics/01seeds/Jamaica_Seeds/Jamaica_Seeds_-_Garlic_Express_thumb.jpg
5658,"Golden Nugget",291,3,0,70,https://en.seedfinder.eu/pics/01seeds/Greenpoint_Seeds/Greenpoint_Seeds_-_Golden_Nugget_thumb.jpg
5659,"Night Night",358,1,0,56,https://en.seedfinder.eu/pics/01seeds/Kalis_Fruitful_Cannabis_Seeds/Kalis_Fruitful_Cannabis_Seeds_-_Night_Night_thumb.jpg
5660,"Skunky Monkey Auto",317,1,1,65,https://en.seedfinder.eu/pics/01seeds/Heavyweight_Seeds/Heavyweight_Seeds_-_Skunky_Monkey_Auto_thumb.jpg
5661,"Power Kush",182,3,0,50,https://en.seedfinder.eu/pics/01seeds/Dinafem/Dinafem_-_Power_Kush_thumb.jpg
5662,"Hollands Hope",303,1,0,56,https://en.seedfinder.eu/pics/01seeds/Growers_Choice/Growers_Choice_-_Hollands_Hope_thumb.jpg
5663,"Ketama Cheese",374,2,0,57,https://en.seedfinder.eu/pics/01seeds/Ketama_Seeds/Ketama_Seeds_-_Ketama_Cheese_thumb.jpg
5664,"Jamaican Chocolate",357,3,0,67,https://en.seedfinder.eu/pics/01seeds/Jamaica_Seeds/Jamaica_Seeds_-_Jamaican_Chocolate_thumb.jpg
5665,"Green Bling",328,3,0,49,https://en.seedfinder.eu/pics/01seeds/Holy_Smoke_Seeds/Holy_Smoke_Seeds_-_Green_Bling_thumb.jpg
5666,Meditation,351,2,0,65,https://en.seedfinder.eu/pics/01seeds/Jah_Seeds/Jah_Seeds_-_Meditation_thumb.jpg
5667,"Cherry OG",338,1,0,60,https://en.seedfinder.eu/pics/01seeds/Humboldt_Seed_Organisation/Humboldt_Seed_Organisation_-_Cherry_OG_thumb.jpg
5668,"Purple Wreck",267,1,0,60,https://en.seedfinder.eu/pics/01seeds/Goldenseed/Goldenseed_-_Purple_Wreck_thumb.jpg
5669,"Cherry Malawi",377,2,0,0,https://en.seedfinder.eu/pics/01seeds/Kingdom_Organic_Seeds/Kingdom_Organic_Seeds_-_Cherry_Malawi_thumb.jpg
5670,"Auto Russian",369,7,1,67,https://en.seedfinder.eu/pics/01seeds/JustFeminized_com/JustFeminized_com_-_Auto_Russian_thumb.jpg
5671,"Nitro Express",373,2,0,74,https://en.seedfinder.eu/pics/01seeds/Kaliman_Seeds/Kaliman_Seeds_-_Nitro_Express_thumb.jpg
5672,"Blue Chemo",367,1,0,50,https://en.seedfinder.eu/pics/01seeds/Jordan_of_the_Islands/Jordan_of_the_Islands_-_Blue_Chemo_thumb.jpg
5673,"Puff Puff Pass Out",358,1,0,56,https://en.seedfinder.eu/pics/01seeds/Kalis_Fruitful_Cannabis_Seeds/Kalis_Fruitful_Cannabis_Seeds_-_Puff_Puff_Pass_Out_thumb.jpg
5674,Dubwise,353,2,0,67,https://en.seedfinder.eu/pics/01seeds/Irie_Genetics/Irie_Genetics_-_Dubwise_thumb.jpg
5675,Caregiver,260,3,0,60,https://en.seedfinder.eu/pics/01seeds/Gage_Green_Genetics/Gage_Green_Genetics_-_Caregiver_thumb.jpg
5676,"Chunky Cherry Malawi",377,3,0,60,https://en.seedfinder.eu/pics/01seeds/Kingdom_Organic_Seeds/Kingdom_Organic_Seeds_-_Chunky_Cherry_Malawi_thumb.jpg
