,name,keywords
377,Bright-Fire,Hungry Relaxed Uplifted Creative Euphoric Pungent Earthy Citrus
378,Bright-Moments,
379,Broke-Diesel,
380,Bronze-Whaler,Hungry Relaxed 
381,Brooklyn-Mango,Euphoric Aroused Uplifted Happy Talkative Mango Tropical Citrus
382,Bruce-Banner,Happy Euphoric Relaxed Uplifted Creative Earthy Diesel Pungent
383,Bruce-Banner-3,Euphoric Relaxed Happy Uplifted Energetic Sweet Earthy Flowery
384,Bubba-Berry,Sleepy Happy Relaxed 
385,Bubba-Doja,
386,Bubba-Fresh,Aroused Sleepy Tingly Uplifted Creative Citrus Earthy Pine
387,Bubba-Hash,
388,Bubba-Kush,Relaxed Happy Sleepy Euphoric Hungry Earthy Sweet Woody
389,Bubba-Og,Happy Relaxed Sleepy Euphoric Uplifted Earthy Sweet Pungent
390,Bubba-Tom-Hayes,Euphoric Happy Uplifted Creative Talkative Earthy Pungent Ammonia
391,Bubba-X-Skunk,Creative Euphoric Relaxed Happy Tingly Diesel Skunk Pine
392,Bubbas-Bitch,Sleepy Tingly Uplifted Hungry Relaxed Flowery Rose Earthy
393,Bubbas-Gift,Relaxed Euphoric Happy Uplifted Focused Sweet Flowery Berry
394,Bubble-Cheese,Relaxed Hungry Sleepy Tingly Talkative Blue Cheese Cheese Pungent
395,Bubble-Gum,Happy Relaxed Euphoric Uplifted Hungry Sweet Flowery Berry
396,Bubbleberry,Happy Relaxed Focused Uplifted Hungry Sweet Berry Blueberry
397,Bubblegum-Kush,Relaxed Happy Sleepy Uplifted Talkative Sweet Earthy Flowery
398,Bubblegun,Happy Focused Aroused Talkative Uplifted Pepper Mint Blueberry
399,Bubblicious,Happy Relaxed Talkative Giggly Uplifted Sweet Blueberry Berry
400,Buckeye-Purple,Sleepy Relaxed Euphoric Focused Happy Tropical Diesel Grape
401,Buddha-Haze,Giggly Happy Uplifted Euphoric Talkative Sweet Earthy Nutty
402,Buddha-Tahoe,Relaxed Happy Euphoric Uplifted Hungry Earthy Pungent Sweet
403,Buddhas-Hand,Focused Euphoric Energetic Aroused Uplifted Citrus Lemon Pungent
404,Buddhas-Sister,Relaxed Sleepy Uplifted Happy Euphoric Earthy Flowery Sweet
405,Buffalo-Bill,Relaxed Uplifted Tingly Euphoric Happy Earthy Woody Pine
406,Bugatti-Og,Relaxed Happy Uplifted Hungry Sleepy Berry Earthy Pine
407,Burkle,Relaxed Sleepy Happy Euphoric Uplifted Berry Flowery Pungent
408,Burmese-Kush,Uplifted Relaxed Happy Euphoric Creative Earthy Pine Pungent
409,Burnt-Cookies,
410,Butter-Og,Relaxed Sleepy Happy Euphoric Giggly Butter Sweet Pungent
411,Butterscotch,Relaxed Euphoric Focused Creative Sleepy Pine Citrus Nutty
412,C13-Haze,Euphoric Creative Uplifted Energetic Giggly Earthy Pungent Lemon
413,C3,
414,C3Po,Relaxed Hungry Sleepy Focused Uplifted Sweet Pine Lemon
415,C4,Relaxed Happy Euphoric Creative Uplifted Earthy Flowery Lime
416,Cbd-Blue-Shark,Relaxed Happy Uplifted Focused Euphoric Blueberry Flowery Earthy
417,Cbd-Critical-Cure,Relaxed Sleepy Happy Focused Euphoric Sweet Earthy Berry
418,Cbd-Critical-Mass,Relaxed Happy Sleepy Hungry Uplifted Earthy Pungent Menthol
419,Cbd-Kush,Relaxed Happy Focused Uplifted Euphoric Earthy Woody Spicy/Herbal
420,Cbd-Lilly,Focused Happy Sleepy Energetic Euphoric Citrus
421,Cbd-Mango-Haze,Focused Relaxed Uplifted Energetic Euphoric Mango Tropical Flowery
422,Cbd-Ox,Aroused Sleepy Happy Euphoric Hungry Sweet Berry Flowery
423,Cbd-Rich-Blessing,
424,Cbd-Shark,Relaxed Tingly Happy Sleepy Euphoric Pungent Nutty Earthy
425,Chr-Super-Og,Relaxed Giggly Sleepy Happy Talkative Skunk Diesel Sweet
426,Cabbage-Patch,Relaxed Happy Uplifted Giggly Energetic Menthol Grapefruit Nutty
427,Cackleberry,
428,Cactus,Euphoric Happy Uplifted Relaxed Hungry Citrus Earthy Pungent
429,Cactus-Cooler,Creative Euphoric Focused Happy Energetic Citrus Earthy Sweet
430,Cadillac-Purple,Relaxed Sleepy Tingly Happy Hungry Berry Earthy Grape
431,Cali-Gold,Uplifted Relaxed Happy Sleepy Euphoric Earthy Pine Skunk
432,Cali-Jack,Creative Happy Talkative Uplifted Euphoric Diesel Sweet Skunk
433,Cali-Kush,Relaxed Happy Hungry Euphoric Uplifted Earthy Woody Sweet
434,California-Grapefruit,Euphoric Relaxed Tingly Talkative Uplifted Citrus Grapefruit Pepper
435,California-Hash-Plant,Uplifted Creative Energetic Giggly Happy Citrus
436,California-Orange,Happy Relaxed Uplifted Euphoric Giggly Citrus Orange Sweet
437,California-Sour,Focused Relaxed Euphoric Energetic Uplifted Lemon Diesel Citrus
438,Calyx-Og,
439,Cambodian,Energetic Talkative Happy Relaxed Uplifted Earthy Tropical Flowery
440,Cambodian-Haze,Euphoric Happy Aroused Creative Relaxed Sweet Citrus Lemon
441,Candy-Cane,Relaxed Sleepy Euphoric Hungry Happy Sweet Tropical Pine
442,Candy-Jack,Happy Energetic Euphoric Creative Focused Skunk Citrus Pungent
443,Candyland,Happy Uplifted Energetic Euphoric Creative Sweet Earthy Flowery
444,Canna-Tsu,Relaxed Happy Focused Uplifted Creative Woody Earthy Grapefruit
445,Cannasutra,Relaxed Euphoric Sleepy Happy Aroused Earthy Sweet Berry
446,Cannadential,Euphoric Happy Relaxed Uplifted Energetic Earthy Pungent Diesel
447,Cannalope-Haze,Happy Relaxed Energetic Uplifted Creative Sweet Tropical Flowery
448,Cannalope-Kush,Uplifted Happy Relaxed Euphoric Focused Sweet Earthy Woody
449,Cannatonic,Relaxed Happy Uplifted Focused Euphoric Earthy Woody Sweet
450,Capers,Sleepy Happy Hungry Relaxed Uplifted Pungent Skunk Earthy
451,Capleton,Sleepy Tingly Euphoric Giggly Happy Flowery Lavender Rose
452,Captain-America-Og,Relaxed Uplifted Euphoric Creative Happy Diesel Berry Orange
453,Captains-Cake,Euphoric Relaxed Energetic Happy Focused Earthy Citrus Sweet
454,Caramel-Candy-Kush,Relaxed Happy Focused Creative Talkative Vanilla Coffee Sweet
455,Caramel-Kona-Coffee-Cookies,
456,Caramel-Kona-Coffee-Kush,Relaxed Uplifted Tingly Hungry Happy Coffee Vanilla Woody
457,Caramelicious,Focused Happy Relaxed Euphoric Creative Vanilla Sweet Coffee
458,Caramella,Aroused Euphoric Relaxed Menthol Spicy/Herbal Sweet
459,Caramelo,Energetic Happy Uplifted Relaxed Talkative Sweet Coffee Vanilla
460,Carl-Sagan,Happy Relaxed Uplifted Focused Aroused Sweet Earthy Pine
461,Carnival,Talkative Uplifted Happy Energetic Relaxed Earthy Pine
462,Cascadia-Kush,Relaxed Tingly Sleepy Aroused Uplifted Sweet Earthy Flowery
463,Casey-Jones,Uplifted Happy Energetic Creative Hungry Earthy Sweet Citrus
464,Cashus-Clay,Uplifted Euphoric Happy Talkative Energetic Earthy Pungent Butter
465,Casper-Og,Relaxed Sleepy Euphoric Hungry Uplifted Earthy Sweet Pungent
466,Cat-Piss,Happy Uplifted Euphoric Relaxed Talkative Earthy Woody Blue Cheese
467,Cataract-Kush,Relaxed Happy Hungry Euphoric Uplifted Pungent Citrus Sweet
468,Catfish,Uplifted Creative Energetic Euphoric Happy Earthy Ammonia Chemical
469,Cello-Sweet-Og,Sleepy Relaxed Uplifted Creative Euphoric Sweet Spicy/Herbal Pineapple
470,Central-American,Relaxed Euphoric Happy Hungry Earthy Diesel Sweet
471,Cerebro-Haze,Uplifted Happy Relaxed Creative Energetic Pepper Citrus Vanilla
472,Chairman-Chem-Sou,Energetic Happy Uplifted Creative Euphoric Diesel Pepper Citrus
473,Champagne-Kush,Happy Uplifted Relaxed Euphoric Talkative Citrus Sweet Earthy
474,Charlie-Sheen,Happy Euphoric Relaxed Sleepy Focused Pine Sweet Lemon
475,Charlottes-Web,Relaxed Uplifted Focused Happy Energetic Earthy Flowery Sweet
476,Cheese,Relaxed Happy Euphoric Uplifted Hungry Cheese Earthy Pungent
477,Cheese-Candy,Relaxed Uplifted Happy Sleepy Creative Cheese Sweet Pungent
478,Cheese-Quake,Euphoric Uplifted Relaxed Tingly Happy Ammonia Citrus Rose
479,Cheeseburger,Tingly Uplifted Relaxed Aroused Creative Cheese Pepper Tea
480,Cheesewreck,Happy Relaxed Uplifted Creative Euphoric Cheese Woody Pungent
481,Chem-Crush,Talkative Energetic Happy Creative Uplifted Sweet Earthy Pungent
482,Chem-Dog,Relaxed Happy Sleepy Euphoric Hungry Lavender Sweet Citrus
483,Chem-Jack,Talkative Uplifted Creative Happy Aroused Earthy Sweet Flowery
484,Chem-Jong-Ill,
485,Chem-Scout,Relaxed Euphoric Focused Happy Creative Earthy Skunk Tea
486,Chem-Valley-Kush,Relaxed Euphoric Happy Tingly Sleepy Diesel Earthy Pine
487,Chems-Sister,Creative Euphoric Happy Focused Relaxed Chemical Pungent Citrus
488,Chemwreck,Uplifted Talkative Happy Relaxed Energetic Diesel Chemical Pungent
489,Chemdawg,Relaxed Happy Euphoric Uplifted Creative Diesel Earthy Pungent
490,Chemdawg-4-X-Alien-Og-Kush,Relaxed Energetic Happy Euphoric Creative Nutty Mint Flowery
491,Chemdawg-4,Relaxed Euphoric Happy Hungry Uplifted Pine Diesel Lemon
492,Chemdawg-91,Euphoric Uplifted Relaxed Happy Tingly Earthy Diesel Pungent
493,Chemdawg-Sour-Diesel,Uplifted Happy Euphoric Relaxed Energetic Diesel Pine Pungent
494,Chemmy-Jones,Happy Relaxed Euphoric Creative Uplifted Earthy Flowery Pine
495,Chemnesia,Uplifted Euphoric Relaxed Happy Energetic Diesel Sweet Citrus
496,Chemo,Relaxed Euphoric Sleepy Happy Hungry Earthy Woody Pine
497,Cherwillie,Creative Energetic Happy Relaxed Focused Sweet Strawberry Citrus
498,Chernobyl,Happy Euphoric Relaxed Energetic Uplifted Citrus Lime Lemon
499,Cherries-Jubilee,Euphoric Uplifted Relaxed Happy Creative Berry Woody Sage
500,Cherry-Ak-47,Relaxed Happy Euphoric Uplifted Focused Sweet Berry Earthy
501,Cherry-Bomb,Focused Talkative Happy Uplifted Relaxed Berry Pungent Skunk
502,Cherry-Cookies,Happy Uplifted Euphoric Relaxed Focused Sweet Berry Pungent
503,Cherry-Cream-Pie,Relaxed Euphoric Creative Energetic Uplifted Sweet Chemical Pungent
504,Cherry-Diesel,Relaxed Euphoric Energetic Happy Uplifted Berry Sweet Citrus
505,Cherry-Durban-Poison,Uplifted Giggly Sleepy Aroused Euphoric Flowery Citrus Sweet
506,Cherry-Fire,
507,Cherry-Grapefruit,Creative Happy Relaxed Tingly Uplifted Berry Sweet Flowery
508,Cherry-Kola,Relaxed Euphoric Happy Giggly Tingly Berry Sweet Pungent
509,Cherry-Kush,Relaxed Uplifted Euphoric Happy Creative Sweet Berry Earthy
510,Cherry-Limeade,Relaxed Euphoric Happy Tingly Uplifted Sweet Lime Citrus
511,Cherry-Og,Euphoric Relaxed Happy Uplifted Hungry Berry Diesel Sweet
512,Cherry-Pie,Happy Relaxed Euphoric Uplifted Focused Sweet Berry Earthy
513,Cherry-Pie-Kush,Happy Relaxed Euphoric Giggly Sleepy Lavender Berry Sweet
514,Cherry-Sauce,Talkative Tingly Uplifted Creative Energetic Spicy/Herbal Sweet Flowery
515,Cherry-Sherbet,Sleepy Giggly Aroused Talkative Tingly Berry Sweet Diesel
516,Cherry-Skunk,Relaxed Happy Uplifted Aroused Hungry Earthy Sweet Skunk
517,Cherry-Slyder,Focused Uplifted Happy Relaxed Sweet Earthy Pine
518,Cherry-Thunder-Fuck,Uplifted Happy Energetic Euphoric Focused Berry Pungent Earthy
519,Chicle,Aroused Euphoric Focused Happy Hungry Ammonia Diesel Mint
520,Chiesel,Happy Euphoric Relaxed Uplifted Focused Diesel Pungent Cheese
521,China-Yunnan,Uplifted Happy Relaxed Euphoric Sleepy Sweet Earthy Cheese
522,Chiquita-Banana,Happy Euphoric Uplifted Relaxed Creative Sweet Orange Lemon
523,Chloe,Creative Euphoric Uplifted Talkative Focused Earthy Spicy/Herbal Sweet
524,Chocoholic,
525,Chocolate-Chunk,Relaxed Sleepy Happy Euphoric Hungry Sweet Woody Earthy
526,Chocolate-Diesel,Euphoric Energetic Happy Creative Uplifted Diesel Woody Nutty
527,Chocolate-Drop,Uplifted Euphoric Giggly Happy Relaxed Earthy Vanilla
528,Chocolate-Fondue,Uplifted Relaxed Happy Euphoric Focused Sweet Cheese Earthy
529,Chocolate-Hashberry,Relaxed Happy Euphoric Uplifted Sleepy Berry Earthy Sweet
530,Chocolate-Kush,Relaxed Sleepy Euphoric Happy Hungry Earthy Sweet Woody
531,Chocolate-Meringue,
532,Chocolate-Og,Relaxed Uplifted Euphoric Aroused Tingly Sweet Earthy Pungent
533,Chocolate-Rain,Creative Happy Talkative Uplifted Energetic Sweet Vanilla Coffee
534,Chocolate-Sap,Talkative Uplifted Energetic Happy Euphoric Citrus Skunk Chemical
535,Chocolate-Thai,Uplifted Happy Energetic Focused Creative Spicy/Herbal Coffee Woody
536,Chocolate-Thunder,Uplifted Creative Happy Energetic Focused Honey Nutty Spicy/Herbal
537,Chocolate-Tonic,
538,Chocolope,Happy Uplifted Energetic Focused Euphoric Coffee Earthy Sweet
539,Chocolope-Kush,Happy Creative Focused Uplifted Euphoric Earthy Sweet Vanilla
540,Chong-Star,Relaxed Happy Uplifted Creative Euphoric Honey Earthy Skunk
541,Chronic,Relaxed Happy Giggly Euphoric Energetic Woody Spicy/Herbal Sweet
542,Chronic-Thunder,Relaxed Happy Euphoric Sleepy Tingly Pungent Sweet Diesel
543,Chuckys-Bride,Giggly Happy Energetic Euphoric Talkative Pungent Lemon Flowery
544,Chunky-Diesel,Energetic Relaxed Euphoric Uplifted Happy Diesel Pungent Earthy
545,Chupacabra,Focused Relaxed Happy Uplifted Energetic Earthy Vanilla Sweet
546,Church-Og,Relaxed Happy Euphoric Sleepy Uplifted Pine Sweet Lemon
547,Cinderella-99,Euphoric Uplifted Happy Energetic Relaxed Citrus Earthy Sweet
548,Cinderellas-Dream,Euphoric Uplifted Energetic Focused Creative Pepper Sweet Citrus
549,Cindy-White,Happy Euphoric Uplifted Relaxed Talkative Earthy Citrus Lemon
550,Cinex,Energetic Uplifted Happy Focused Euphoric Earthy Citrus Sweet
551,Cirrus,Uplifted Happy Talkative Euphoric Creative Diesel Menthol Grape
552,Citrix,Happy Euphoric Uplifted Relaxed Energetic Citrus Lemon Grapefruit
553,Citrus-Kush,Relaxed Happy Euphoric Tingly Uplifted Citrus Orange Sweet
554,Citrus-Punch,Uplifted Happy Relaxed Euphoric Giggly Citrus Orange Tropical
555,Citrus-Sap,Happy Euphoric Relaxed Uplifted Energetic Citrus Orange Pungent
556,Citrus-Sunshine-Haze,Happy Uplifted Focused Creative Energetic Citrus Orange Lemon
557,Clementine,Happy Energetic Focused Uplifted Euphoric Citrus Orange Sweet
558,Clementine-Kush,Happy Euphoric Relaxed Giggly Tingly Citrus Orange Flowery
559,Clementines-Terpentine,Aroused Uplifted Creative Focused Happy Sweet Earthy Pine
560,Clockwork-Orange,Relaxed Happy Uplifted Hungry Aroused Spicy/Herbal Sweet Citrus
561,Cloud-9,Euphoric Energetic Happy Giggly Relaxed Tropical Flowery Rose
562,Club-69,Sleepy Relaxed Diesel Flowery Earthy
563,Cluster-Bomb,Euphoric Focused Relaxed Sleepy Uplifted Sweet
564,Coconut-Oil,Aroused Happy Relaxed Uplifted Creative Tropical Flowery Pungent
565,Cold-Creek-Kush,Relaxed Happy Hungry Euphoric Uplifted Earthy Pine Woody
566,Colombian-Gold,Happy Euphoric Energetic Uplifted Talkative Earthy Pungent Spicy/Herbal
567,Colombian-Mojito,Aroused Talkative Tingly Uplifted Creative Minty Sweet Citrus
568,Colorado-Bubba,Relaxed Happy Sleepy Uplifted Creative Pineapple Mango Pine
569,Colorado-Chem,Relaxed Uplifted Euphoric Happy Tingly Earthy Sweet Skunk
570,Colorado-Clementines,Relaxed Happy Sleepy Euphoric Hungry Citrus Earthy Orange
571,Commerce-City-Kush,Relaxed Sleepy Euphoric Happy Talkative Diesel Sweet Flowery
572,Concord-Grape-Blockhead,Creative Euphoric Giggly Happy Relaxed Sweet Grape
573,Confidential-Cheese,Sleepy Uplifted Relaxed Tingly Happy Cheese Pine Woody
574,Confidential-Wreck,
575,Congo,Uplifted Energetic Euphoric Happy Talkative Ammonia Diesel Sweet
576,Connie-Chung,Uplifted Relaxed Happy Sleepy Creative Sweet Earthy Pine
577,Conspiracy-Kush,Relaxed Happy Sleepy Uplifted Giggly Spicy/Herbal Berry Earthy
578,Cookie-Breath,Happy Relaxed Uplifted Giggly Euphoric Sweet Pungent Earthy
579,Cookie-Dough,Relaxed Happy Euphoric Giggly Hungry Sweet Earthy Vanilla
580,Cookie-Jar,Relaxed Sleepy Euphoric Hungry Uplifted Pungent Sweet Flowery
581,Cookie-Monster,Relaxed Happy Hungry Sleepy Euphoric Sweet Earthy Flowery
582,Cookie-Wreck,Happy Relaxed Euphoric Uplifted Focused Sweet Earthy Pungent
583,Cookies-Kush,Relaxed Happy Euphoric Hungry Sleepy Sweet Earthy Pungent
584,Cookies-And-Cream,Relaxed Happy Euphoric Uplifted Sleepy Sweet Vanilla Earthy
585,Cookies-And-Dream,Uplifted Relaxed Happy Euphoric Giggly Sweet Berry Citrus
586,Copper-Kush,Relaxed Euphoric Happy Uplifted Tingly Earthy Pungent Woody
587,Corleone-Kush,Relaxed Euphoric Happy Hungry Sleepy Earthy Spicy/Herbal Flowery
588,Cornbread,Relaxed Euphoric Hungry Happy Sleepy Lemon Citrus Woody
589,Cosmic-Collision,Uplifted Energetic Talkative Euphoric Relaxed Sweet Earthy Minty
590,Cotton-Candy-Kush,Relaxed Happy Euphoric Uplifted Energetic Sweet Berry Flowery
591,Cotton-Purple-Chem,Relaxed Uplifted Euphoric Happy Tingly Sweet Earthy Berry
592,Cowboy-Kush,Happy Uplifted Euphoric Relaxed Creative Earthy Pine Diesel
593,Cracker-Jack,Energetic Creative Focused Happy Euphoric Sweet Woody Citrus
594,Crater-Lake,Happy Uplifted Talkative Relaxed Creative Citrus Pine Pungent
595,Crazy-Miss-Hyde,Uplifted Happy Euphoric Relaxed Creative Sweet Vanilla Butter
596,Cream-Caramel,Relaxed Happy Sleepy Tingly Focused Butter Sweet Honey
597,Crimea-Blue,Happy Uplifted Euphoric Sleepy Creative Berry Tea Blueberry
598,Critical-47,Relaxed Sleepy Happy Giggly Talkative Honey Skunk Sweet
599,Critical-Bilbo,Relaxed Happy Hungry Sleepy Euphoric Tobacco Sweet Earthy
600,Critical-Cheese,Euphoric Focused Happy Relaxed Energetic Cheese Earthy Pungent
601,Critical-Haze,Relaxed Happy Uplifted Hungry Giggly Citrus Earthy Pine
602,Critical-Hog,Relaxed Happy Uplifted Euphoric Sleepy Earthy Woody Flowery
603,Critical-Jack,Energetic Creative Happy Focused Uplifted Pine Citrus Woody
604,Critical-Kali-Mist,Creative Focused Uplifted Happy Euphoric Pine Sweet Earthy
605,Critical-Kush,Relaxed Happy Sleepy Euphoric Uplifted Earthy Pungent Sweet
606,Critical-Mass,Relaxed Happy Sleepy Euphoric Hungry Earthy Pungent Sweet
607,Critical-Plus,Relaxed Happy Hungry Sleepy Creative Woody Spicy/Herbal Pungent
608,Critical-Plus-20,Happy Relaxed Uplifted Euphoric Aroused Lemon Earthy Pine
609,Critical-Sensi-Star,Relaxed Sleepy Happy Uplifted Euphoric Citrus Sweet Lemon
610,Critical-Skunk,Happy Relaxed Creative Hungry Aroused Earthy Skunk
611,Critical-Widow,Relaxed Euphoric Uplifted Focused Sleepy Citrus Pungent Sweet
612,Critters-Cookies,Uplifted Tingly Relaxed Euphoric Aroused Lemon Earthy Pungent
613,Cronuts,
614,Crosswalker,Relaxed Happy Euphoric Uplifted Creative Sweet Blueberry Pine
615,Crouching-Tiger-Hidden-Alien,Relaxed Happy Euphoric Tingly Uplifted Pine Spicy/Herbal Earthy
616,Crown-Og,Relaxed Happy Sleepy Uplifted Euphoric Diesel Earthy Pepper
617,Crown-Royale,Relaxed Happy Euphoric Sleepy Aroused Sweet Flowery Berry
618,Crunch-Berry-Kush,Relaxed Happy Euphoric Sleepy Uplifted Sweet Berry Honey
619,Crypt,Relaxed Euphoric Focused Happy Uplifted Sweet Cheese Pungent
620,Crystal-Coma,Happy Uplifted Euphoric Focused Creative Flowery Earthy Citrus
621,Crystal-Gayle,Focused Creative Euphoric Happy Hungry Diesel Earthy Skunk
622,Crystalberry,Aroused Relaxed Uplifted Giggly Happy Berry Blueberry Grape
623,Cuvee,Euphoric Happy Relaxed Giggly Tingly Earthy Grape Berry
624,Dj-Andy-Williams,Creative Energetic 
625,Dj-Short-Blueberry,Relaxed Euphoric Happy Uplifted Sleepy Blueberry Sweet Berry
626,Dj-Smoke,Euphoric Relaxed Aroused Talkative Uplifted Sweet Citrus Lavender
627,Dairy-Queen,Happy Relaxed Euphoric Uplifted Creative Cheese Sweet Earthy
628,Dakini-Kush,Relaxed Sleepy Happy Euphoric Giggly Earthy Coffee Spicy/Herbal
629,Damn-Sour,Hungry Happy Tingly Uplifted Creative Sweet Earthy Ammonia
630,Damnesia,Relaxed Happy Euphoric Uplifted Energetic Spicy/Herbal Pepper Earthy
631,Dance-World,Happy Relaxed Uplifted Euphoric Talkative Earthy Citrus Spicy/Herbal
632,Dancehall,Happy Relaxed Uplifted Energetic Creative Earthy Citrus Flowery
633,Dank-Schrader,Relaxed Happy Uplifted Euphoric Hungry Tropical Pine Earthy
634,Dank-Sinatra,Happy Uplifted Relaxed Sleepy Euphoric Diesel Berry Tropical
635,Double-D,Euphoric Happy Uplifted Aroused Energetic Sweet Pungent Skunk
636,Dark-Blue-Dream,Happy Euphoric Relaxed Uplifted Giggly Sweet Berry Blueberry
637,Dark-Side-Of-The-Moon,Relaxed Sleepy Euphoric Happy Uplifted Berry Earthy Spicy/Herbal
638,Dark-Star,Relaxed Sleepy Happy Hungry Euphoric Earthy Pungent Skunk
639,Darkside-Og,Sleepy Relaxed Euphoric Hungry Happy Lemon Citrus Earthy
640,Darth-Vader-Og,Relaxed Sleepy Euphoric Hungry Tingly Earthy Pine Grape
641,Dawgs-Waltz,Euphoric Relaxed Uplifted Happy Sleepy Earthy Skunk Sweet
642,Dawgfather-Og,Sleepy Relaxed Spicy/Herbal Pepper Pungent
643,Day-Tripper,Uplifted Euphoric Happy Relaxed Sleepy Blueberry Strawberry Pineapple
644,Deadhead-Og,Uplifted Relaxed Happy Euphoric Creative Earthy Pine Diesel
645,Deadwood,Happy Talkative Uplifted Giggly Relaxed Berry Lavender Earthy
646,Death-Bubba,Relaxed Sleepy Happy Euphoric Uplifted Earthy Pungent Sweet
647,Death-Star,Relaxed Happy Euphoric Sleepy Uplifted Earthy Diesel Pungent
648,Deathstar-Og,Relaxed Happy Sleepy Euphoric Tingly Diesel Earthy Skunk
649,Deep-Cheese,Relaxed Uplifted Creative Hungry Talkative Cheese Pungent Skunk
650,Deep-Chunk,Happy Relaxed Sleepy Uplifted Creative Plum Earthy Ammonia
651,Deep-Purple,Relaxed Happy Euphoric Sleepy Tingly Grape Earthy Sweet
652,Deep-Sleep,Relaxed Euphoric Sleepy Tingly Happy Pungent Earthy Sweet
653,Delahaze,Uplifted Happy Energetic Focused Talkative Citrus Mango Sweet
654,Denver-Maple,Relaxed Sleepy Giggly Tingly Uplifted Sweet Earthy Pine
655,Desert-Star,Hungry Sleepy Tingly Uplifted Creative Earthy
656,Destroyer,Energetic Uplifted Euphoric Giggly Happy Lavender Ammonia Sweet
657,Devil-Fruit,Relaxed Happy Euphoric Focused Hungry Spicy/Herbal Pepper Sweet
658,Devils-Tit,Energetic Focused Relaxed Talkative Tingly Spicy/Herbal Pepper Earthy
659,Diablo,Happy Tingly Euphoric Creative Uplifted Sweet Earthy Spicy/Herbal
660,Diamond-Og,Relaxed Sleepy Happy Uplifted Euphoric Earthy Spicy/Herbal Pine
